"","id","Place","desc","coords"
"5445",845041,"Pompēiópolis, Pompeiopolis/Sebaste ","Pompeiopolis/Sebaste, in Paphlagonia, was founded under Pompeius in 64 B.C. in the valley of the Amnias river. The ancient site, known today as Zımbıllı Tepesi Höyüğü, is located across the river (modern Gökırmak) from modern Taşköprü in Turkey.","[34.2159344, 41.5203583]"
"5446",845041,"Pompeiopolis/Sebaste ","Pompeiopolis/Sebaste, in Paphlagonia, was founded under Pompeius in 64 B.C. in the valley of the Amnias river. The ancient site, known today as Zımbıllı Tepesi Höyüğü, is located across the river (modern Gökırmak) from modern Taşköprü in Turkey.","[34.2159344, 41.5203583]"
"5447",845043,"Poseidon, T., Poseidon ","An ancient place, cited: BAtlas 86 C2 Poseidon, T.","[32.250706, 41.686799]"
"5448",845044,"Potamia ","An ancient place, cited: BAtlas 86 C3 Potamia","[32.7651206672251, 40.826498603391876]"
"5449",845045,"Potamoi ","An ancient people, tribe, or cultural group. Located: Gibelit.","[34.0, 41.0]"
"5450",845046,"Potomia Cepora ","An ancient place, cited: BAtlas 86 C3 ‘Potomia Cepora’","[32.603313, 40.879768]"
"5451",845053,"Sallar ","An ancient place, cited: BAtlas 86 E2 Sallar","[34.662639, 41.547875]"
"5452",845054,"Salon ","An ancient place, cited: BAtlas 86 B3 Salon","[31.733624321197674, 40.79794507132192]"
"5453",845055,"Sandarake ","An ancient place, cited: BAtlas 86 B2 Sandarake","[31.789392, 41.454196]"
"5454",854665,"Attikites ","A river, now called the Kuban, flowing from Mount Elbrus to the Sea of Azov.","[41.2919081, 44.8899837]"
"5455",854676,"Coracanda, Coracanda (river) ","An ancient place, cited: BAtlas 87 L2 Coracanda fl.","[36.5, 45.0]"
"5456",854700,"Gulf of Taman' ","Korokondamitis/Opissas Limne (Taman Bay)","[36.7027524, 45.3315826]"
"5457",854719,"Apollonia ","The main city and port of the Kimmerian Bosporus, founded by Miletus in the late seventh or early sixth centuries B.C. Modern Kerch.","[36.46855, 45.350981]"
"5458",854719,"Bosporus ","The main city and port of the Kimmerian Bosporus, founded by Miletus in the late seventh or early sixth centuries B.C. Modern Kerch.","[36.46855, 45.350981]"
"5459",854719,"Apollonia ","The main city and port of the Kimmerian Bosporus, founded by Miletus in the late seventh or early sixth centuries B.C. Modern Kerch.","[36.46855, 45.350981]"
"5460",854719,"Bosporus ","The main city and port of the Kimmerian Bosporus, founded by Miletus in the late seventh or early sixth centuries B.C. Modern Kerch.","[36.46855, 45.350981]"
"5461",854723,"Patraeus ","An ancient place, cited: BAtlas 87 L2 Patrasys","[36.850141, 45.311415]"
"5462",854726,"Porthmia, Porthmion, Porthmitis ","An ancient place, cited: BAtlas 87 L2 Porthmia","[36.641224, 45.381342]"
"5463",854728,"Salachik ","An ancient place, cited: BAtlas 87 K2 Salachik","[36.189082, 45.473642]"
"5464",854729,"Sapra Limne ","An ancient place, cited: BAtlas 87 I2 Sapra Limne","[35.16, 45.42]"
"5465",854730,"Satauci ","An ancient place, cited: BAtlas 87 I2 Satauci","[35.0, 45.0]"
"5466",854731,"Satyrou Mnema ","An ancient place, cited: BAtlas 87 L2 Satyrou Mnema","[36.81803, 45.34421]"
"5467",854732,"Sauromateion ","An ancient place, cited: BAtlas 87 K2 *Sauromateion","[36.130369, 45.302992]"
"5468",854733,"Sazonovka ","An ancient place, cited: BAtlas 87 J2 Sazonovka","[35.989189, 45.222999]"
"5469",854737,"Starotitarovskaya 1 ","An ancient place, cited: BAtlas 87 M2 Starotitarovskaya 1","[37.177629, 45.211608]"
"5470",856336,"Starotitarovskaya 4 ","An archaeological site at Starotitarovskaya 4, Russia, is included as numbered feature 165 on the Barrington Atlas map 87 M2.","[37.12571, 45.2227928]"
"5471",857023,"Saramene ","An ancient place, cited: BAtlas 87 B3 Amisene/Saramene","[35.95522120701254, 41.302091073691045]"
"5472",857024,"Samsun, Samsūn ","A colony of Miletus that eventually came to be part of the kingdom of Pontus.","[36.3313, 41.292721]"
"5473",857028,"Neapolis ","An ancient place, cited: BAtlas 87 A3 Andrapa/Neapolis/Neoklaudiopolis","[35.462095, 41.153629]"
"5474",857032,"Valentia ","An ancient place, cited: BAtlas 87 G3 Apsaros/Apsyrtos","[41.573661, 41.573247]"
"5475",857050,"Athenai ","An ancient settlement located on the southern coast of the Black Sea. The subsequent modern village retained the ancient name until the 1920s, when it was given its current Turkish name Pazar (Zere province).","[40.874223, 41.172312]"
"5476",857050,"Athenai ","An ancient settlement located on the southern coast of the Black Sea. The subsequent modern village retained the ancient name until the 1920s, when it was given its current Turkish name Pazar (Zere province).","[40.874223, 41.172312]"
"5477",857050,"Athenai ","An ancient settlement located on the southern coast of the Black Sea. The subsequent modern village retained the ancient name until the 1920s, when it was given its current Turkish name Pazar (Zere province).","[40.874223, 41.172312]"
"5478",857050,"Athenai ","An ancient settlement located on the southern coast of the Black Sea. The subsequent modern village retained the ancient name until the 1920s, when it was given its current Turkish name Pazar (Zere province).","[40.874223, 41.172312]"
"5479",857051,"Athenon Akron ","An ancient place, cited: BAtlas 87 F3 Athenon Akron","[40.0, 41.0]"
"5480",857051,"Athenon Akron ","An ancient place, cited: BAtlas 87 F3 Athenon Akron","[40.0, 41.0]"
"5481",857051,"Athenon Akron ","An ancient place, cited: BAtlas 87 F3 Athenon Akron","[40.0, 41.0]"
"5482",857051,"Athenon Akron ","An ancient place, cited: BAtlas 87 F3 Athenon Akron","[40.0, 41.0]"
"5483",857056,"Barchon ","An ancient place, cited: BAtlas 87 F4 Barchon","[40.332743, 40.476224]"
"5484",857057,"Bartae ","An ancient place, cited: BAtlas 87 C4 Bartae","[37.348097, 40.685806]"
"5485",857059,"Bathys, Bathys (river) ","An ancient place, cited: BAtlas 87 G3 Bathys fl.","[41.7744082, 41.623507]"
"5486",857060,"Portus Altus, Portvaltv ","An ancient place, cited: BAtlas 87 G3 Bathys Limen/Portus Altus","[41.661384, 41.643326]"
"5487",857060,"Bathys Limen, Bathys Limen/Portus Altus ","An ancient place, cited: BAtlas 87 G3 Bathys Limen/Portus Altus","[41.661384, 41.643326]"
"5488",857060,"Portus Altus, Portvaltv ","An ancient place, cited: BAtlas 87 G3 Bathys Limen/Portus Altus","[41.661384, 41.643326]"
"5489",857060,"Bathys Limen, Bathys Limen/Portus Altus ","An ancient place, cited: BAtlas 87 G3 Bathys Limen/Portus Altus","[41.661384, 41.643326]"
"5490",857083,"Chalybes ","The Chalybes or Chaldoi were an ancient people inhabiting Pontus and Cappadocia in Asia Minor.","[36.851088275707646, 41.06473983835947]"
"5491",857095,"Comana Pontica, Comana pontica, Comana Pontica/Hierocaesarea ","An ancient city of Pontus.","[36.6404352, 40.3579256]"
"5492",857095,"Comana Pontica, Comana pontica, Comana Pontica/Hierocaesarea ","An ancient city of Pontus.","[36.6404352, 40.3579256]"
"5493",857095,"Comana Pontica, Comana pontica, Comana Pontica/Hierocaesarea ","An ancient city of Pontus.","[36.6404352, 40.3579256]"
"5494",857095,"Comana Pontica, Comana pontica, Comana Pontica/Hierocaesarea ","An ancient city of Pontus.","[36.6404352, 40.3579256]"
"5495",857133,"Gazakene ","An ancient place, cited: BAtlas 87 A4 Gazakene","[35.701808609891614, 40.56148383562636]"
"5496",857156,"Herakleion Pr. ","An ancient place, cited: BAtlas 87 E1 Herakleion Pr.","[39.9463507291661, 43.3971484285519]"
"5497",857157,"Herakleios Akra ","An ancient place, cited: BAtlas 87 C3 Herakleios Akra","[37.0, 41.0]"
"5498",857173,"Isis, Isis (river) ","The Natanebi River in Georgia.","[41.8778087, 41.9238726]"
"5499",857177,"Kabeira, Kabeira/Neocaesarea/Diospolis/Sebaste/Hadriane ","An ancient place, cited: BAtlas 87 B4 Kabeira/Neocaesarea/Diospolis/Sebaste/Hadriane","[36.951027, 40.609983]"
"5500",857181,"Polichnion ","An ancient place, cited: BAtlas 87 A3 Karousa/Polichnion","[35.158944, 41.810138]"
"5501",857185,"Kerasunt ","An ancient place, cited: BAtlas 87 D4 Kerasous/Pharnakeia","[38.397931, 40.919134]"
"5502",857191,"Kizari ","An ancient place, cited: BAtlas 87 A4 Kizari","[35.873343, 40.916499]"
"5503",857200,"Cotyorum oppidum ","An ancient settlement on the Black Sea coast just to the north of modern Ordu, Turkey. Archaeological remnants of port facilities were previously noted in the neighborhood of Kirazlimanı.","[37.870358, 40.998428]"
"5504",857207,"Lamyron, Lamyron/Herakleion ","An ancient place, cited: BAtlas 87 C3 Lamyron/Herakleion","[37.025822, 41.245644]"
"5505",857207,"Herakleion ","An ancient place, cited: BAtlas 87 C3 Lamyron/Herakleion","[37.025822, 41.245644]"
"5506",857207,"Lamyron, Lamyron/Herakleion ","An ancient place, cited: BAtlas 87 C3 Lamyron/Herakleion","[37.025822, 41.245644]"
"5507",857207,"Herakleion ","An ancient place, cited: BAtlas 87 C3 Lamyron/Herakleion","[37.025822, 41.245644]"
"5508",857208,"Laodikeia ","An ancient place, cited: BAtlas 87 A4 Laodikeia","[35.0, 40.0]"
"5509",857264,"Patara, Patara (Cappadocia) ","An ancient place, cited: BAtlas 87 E4 Patara","[39.648355, 40.543937]"
"5510",857265,"Patara Poti ","An ancient place, cited: BAtlas 87 G2 Patara Poti","[41.720163, 42.191247]"
"5511",857266,"Herakleioupolis ","An ancient place, cited: BAtlas 87 B4 Pedachthoe/Herakleioupolis","[36.875022, 40.108667]"
"5512",857278,"Philokaleia ","An ancient place, cited: BAtlas 87 D3 Philokaleia","[38.984957, 41.034353]"
"5513",857285,"Polemonion, Polemonium, Polemonion/Side ","A harbor city on the Black Sea, Polemonion/Side was founded in the region of Sidene (Pontus) by either Polemon I or Polemon II of Pontus. Following the Roman annexation of the Pontic kingdom in the 60s CE, the city's importance declined substantially.","[37.500221, 41.0308808]"
"5514",857287,"Pontus, Pontus Kappadokikos ","A region of northeastern Anatolia consisting of the southeastern coast of the Black Sea and the surrounding inland region.","[36.6631703427722, 40.18850332296246]"
"5515",857287,"Pontus, Pontus Kappadokikos ","A region of northeastern Anatolia consisting of the southeastern coast of the Black Sea and the surrounding inland region.","[36.6631703427722, 40.18850332296246]"
"5516",857287,"Pontus, Pontus Kappadokikos ","A region of northeastern Anatolia consisting of the southeastern coast of the Black Sea and the surrounding inland region.","[36.6631703427722, 40.18850332296246]"
"5517",857287,"Pontus, Pontus Kappadokikos ","A region of northeastern Anatolia consisting of the southeastern coast of the Black Sea and the surrounding inland region.","[36.6631703427722, 40.18850332296246]"
"5518",857300,"Sagylion ","An ancient place, cited: BAtlas 87 A3 Sagylion","[35.339127, 41.077969]"
"5519",857301,"Saltiae, Saltiae? ","An ancient place, cited: BAtlas 87 H2 Saltiae?","[42.135276304405274, 42.51561618666448]"
"5520",857302,"Sanigai, Saginai ","An ancient place, cited: BAtlas 87 F1 Sanigai","[40.6141308145728, 43.1780631622007]"
"5521",857303,"Sannoi ","An ancient place, cited: BAtlas 87 H2 Sannoi","[42.405167502040456, 42.42383029860673]"
"5522",857304,"Sarakene ","An ancient place, cited: BAtlas 87 A3 Sarakene","[35.708946992909105, 41.28424511614732]"
"5523",857307,"Sauronisena, Savronisena, Saurania, Sauronisena/Saurania? ","An ancient place, cited: BAtlas 87 C4 Sauronisena/Saurania?","[37.59982, 40.697917]"
"5524",857312,"Solonenica ","An ancient place, cited: BAtlas 87 E4 Sedisca/Solonenica?","[39.584629, 40.428813]"
"5525",857321,"Colonia Iul. Fel. S., Colonia Iulia Felix Sinope, Colonia Julia Felix Sinope ","Sinope (modern Sinop, Turkey) on the Black Sea has been a major port since the time of the Hittites.","[35.143037, 42.025776]"
"5526",857321,"Colonia Iul. Fel. S., Colonia Iulia Felix Sinope, Colonia Julia Felix Sinope ","Sinope (modern Sinop, Turkey) on the Black Sea has been a major port since the time of the Hittites.","[35.143037, 42.025776]"
"5527",857321,"Sinope ","Sinope (modern Sinop, Turkey) on the Black Sea has been a major port since the time of the Hittites.","[35.143037, 42.025776]"
"5528",857321,"Colonia Iul. Fel. S., Colonia Iulia Felix Sinope, Colonia Julia Felix Sinope ","Sinope (modern Sinop, Turkey) on the Black Sea has been a major port since the time of the Hittites.","[35.143037, 42.025776]"
"5529",857321,"Colonia Iul. Fel. S., Colonia Iulia Felix Sinope, Colonia Julia Felix Sinope ","Sinope (modern Sinop, Turkey) on the Black Sea has been a major port since the time of the Hittites.","[35.143037, 42.025776]"
"5530",857321,"Sinope ","Sinope (modern Sinop, Turkey) on the Black Sea has been a major port since the time of the Hittites.","[35.143037, 42.025776]"
"5531",857321,"Colonia Iul. Fel. S., Colonia Iulia Felix Sinope, Colonia Julia Felix Sinope ","Sinope (modern Sinop, Turkey) on the Black Sea has been a major port since the time of the Hittites.","[35.143037, 42.025776]"
"5532",857321,"Colonia Iul. Fel. S., Colonia Iulia Felix Sinope, Colonia Julia Felix Sinope ","Sinope (modern Sinop, Turkey) on the Black Sea has been a major port since the time of the Hittites.","[35.143037, 42.025776]"
"5533",857321,"Sinope ","Sinope (modern Sinop, Turkey) on the Black Sea has been a major port since the time of the Hittites.","[35.143037, 42.025776]"
"5534",857322,"Sinoria, Sinoria/Baiberdon ","An ancient place, cited: BAtlas 87 F4 Sinoria/Baiberdon","[40.232036, 40.258566]"
"5535",857333,"Stamene, Stamene/Ameneia? ","An ancient place, cited: BAtlas 87 C3 Stamene/Ameneia?","[37.704183, 41.112782]"
"5536",857345,"Talaura ","The attested Hellenistic settlement of ""Taulara"" may be identified with a now-invisible castle site at modern Horoztepe in Turkey's Tokat province (BAtlas, following Olshausen who argues for a location in the area between Tokat and Horoztepe, but does not commit to the latter).","[37.2537505, 40.1702823]"
"5537",857350,"Themiskyra, Themiskyra [district] ","An ancient place, cited: BAtlas 87 B3 Themiskyra","[36.967737, 41.215176]"
"5538",857351,"Thermai Phazemoniton ","An ancient place, cited: BAtlas 87 A4 Thermai Phazemoniton","[35.660954, 40.986213]"
"5539",857352,"Thermodon, Thermodon (river) ","The Terme River or Terme Çayı.","[36.9363543, 41.1882209]"
"5540",857356,"Tibareni ","An ancient population of Scythian descent inhabiting the southern shores of the Black Sea in Asia Minor.","[37.39485460206501, 40.99514060393893]"
"5541",857359,"Atrabazunda, Atrabizund ","An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.","[39.718172, 41.002662]"
"5542",857359,"Trapezus ","An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.","[39.718172, 41.002662]"
"5543",857359,"Trebizond ","An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.","[39.718172, 41.002662]"
"5544",857359,"Atrabazunda, Atrabizund ","An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.","[39.718172, 41.002662]"
"5545",857359,"Trapezus ","An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.","[39.718172, 41.002662]"
"5546",857359,"Trebizond ","An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.","[39.718172, 41.002662]"
"5547",857359,"Atrabazunda, Atrabizund ","An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.","[39.718172, 41.002662]"
"5548",857359,"Trapezus ","An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.","[39.718172, 41.002662]"
"5549",857359,"Trebizond ","An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.","[39.718172, 41.002662]"
"5550",857362,"Petra Pia Iustiniana ","An ancient place, cited: BAtlas 87 G3 Tsikhisdziri/Petra Pia Iustiniana","[41.745444, 41.750611]"
"5551",857381,"Leontopolis ","An ancient place, cited: BAtlas 87 A3 Zaliches/Leontopolis","[35.593059, 41.615325]"
"5552",857382,"Zelitis ","Zela (modern Zile, Turkey) was an important ancient city of north-central Asia Minor; Strabo claimed Semiramis had founded the site. Iulius Caesar prevailed in the Battle of Zela against Pharnaces II of The Kingdom of Pontus, coining the phrase ""veni, vidi, vici"".","[35.8921038, 40.30447]"
"5553",857382,"Zela ","Zela (modern Zile, Turkey) was an important ancient city of north-central Asia Minor; Strabo claimed Semiramis had founded the site. Iulius Caesar prevailed in the Battle of Zela against Pharnaces II of The Kingdom of Pontus, coining the phrase ""veni, vidi, vici"".","[35.8921038, 40.30447]"
"5554",857382,"Zelitis ","Zela (modern Zile, Turkey) was an important ancient city of north-central Asia Minor; Strabo claimed Semiramis had founded the site. Iulius Caesar prevailed in the Battle of Zela against Pharnaces II of The Kingdom of Pontus, coining the phrase ""veni, vidi, vici"".","[35.8921038, 40.30447]"
"5555",857382,"Zela ","Zela (modern Zile, Turkey) was an important ancient city of north-central Asia Minor; Strabo claimed Semiramis had founded the site. Iulius Caesar prevailed in the Battle of Zela against Pharnaces II of The Kingdom of Pontus, coining the phrase ""veni, vidi, vici"".","[35.8921038, 40.30447]"
"5556",863731,"Albania ","An ancient place, cited: BAtlas 88 F3 Albania","[48.38447342302385, 40.740717068969445]"
"5557",863731,"Albania ","An ancient place, cited: BAtlas 88 F3 Albania","[48.38447342302385, 40.740717068969445]"
"5558",863731,"Albania ","An ancient place, cited: BAtlas 88 F3 Albania","[48.38447342302385, 40.740717068969445]"
"5559",863731,"Albania ","An ancient place, cited: BAtlas 88 F3 Albania","[48.38447342302385, 40.740717068969445]"
"5560",863731,"Albania ","An ancient place, cited: BAtlas 88 F3 Albania","[48.38447342302385, 40.740717068969445]"
"5561",863731,"Albania ","An ancient place, cited: BAtlas 88 F3 Albania","[48.38447342302385, 40.740717068969445]"
"5562",863731,"Albania ","An ancient place, cited: BAtlas 88 F3 Albania","[48.38447342302385, 40.740717068969445]"
"5563",863731,"Albania ","An ancient place, cited: BAtlas 88 F3 Albania","[48.38447342302385, 40.740717068969445]"
"5564",863731,"Albania ","An ancient place, cited: BAtlas 88 F3 Albania","[48.38447342302385, 40.740717068969445]"
"5565",863733,"Albanoi ","An ancient place, cited: BAtlas 88 D1 Albanoi","[45.81195683136963, 43.78654761664575]"
"5566",863734,"Albanum Mare ","An ancient place, cited: BAtlas 88 H3 Albanum Mare","[49.0, 41.0]"
"5567",863735,"Albanos, Albanos (river) ","The Samur river.","[47.8365378, 41.4408846]"
"5568",863747,"Armenia Maior ","An ancient place, cited: BAtlas 88 B4 Armenia Maior","[46.51607305202583, 40.51144013798444]"
"5569",863750,"Atarbegian ","An ancient place, cited: BAtlas 88 C4 Atarbegian","[44.807732, 40.533281]"
"5570",863751,"Atsavan ","An ancient place, cited: BAtlas 88 C4 Atsavan","[44.606757, 40.139756]"
"5571",863766,"Caucasus M., Caucasus, Caucasus (mountain range) ","The Caucasus Mountains, located between the Black Sea and the Caspian Sea.","[43.0, 42.0]"
"5572",863770,"Colchis, Colchis/Lazike (region) ","Colchis/Lazike was an ancient region located to the east of the Black Sea.","[42.69498585255053, 42.09896248748066]"
"5573",863770,"Colchis, Colchis/Lazike (region) ","Colchis/Lazike was an ancient region located to the east of the Black Sea.","[42.69498585255053, 42.09896248748066]"
"5574",863770,"Lazike ","Colchis/Lazike was an ancient region located to the east of the Black Sea.","[42.69498585255053, 42.09896248748066]"
"5575",863770,"Colchis, Colchis/Lazike (region) ","Colchis/Lazike was an ancient region located to the east of the Black Sea.","[42.69498585255053, 42.09896248748066]"
"5576",863770,"Colchis, Colchis/Lazike (region) ","Colchis/Lazike was an ancient region located to the east of the Black Sea.","[42.69498585255053, 42.09896248748066]"
"5577",863770,"Lazike ","Colchis/Lazike was an ancient region located to the east of the Black Sea.","[42.69498585255053, 42.09896248748066]"
"5578",863770,"Colchis, Colchis/Lazike (region) ","Colchis/Lazike was an ancient region located to the east of the Black Sea.","[42.69498585255053, 42.09896248748066]"
"5579",863770,"Colchis, Colchis/Lazike (region) ","Colchis/Lazike was an ancient region located to the east of the Black Sea.","[42.69498585255053, 42.09896248748066]"
"5580",863770,"Lazike ","Colchis/Lazike was an ancient region located to the east of the Black Sea.","[42.69498585255053, 42.09896248748066]"
"5581",863772,"Cumania, Cumania/Biraparach/Iouroeipaach ","An ancient place, cited: BAtlas 88 C2 Cumania/Biraparach/Iouroeipaach","[44.681869, 42.817102]"
"5582",863800,"Coraxici montes ","The Heniochi were an ancient people and associated region, localized to the east of the Black Sea. Pliny calls the region a mountain range (Heiochi montes) and offers the alternate name Coaraxici.","[43.09847700396182, 40.99020355543087]"
"5583",863824,"Sarmatikai Pylai ","The river Terek flows through the Darial Gorge in eastern Georgia along the flank of Mount Kazbek. This natural pass was known by many names in antiquity, including the Caspian Gates, the Caucasian Gates, and the Gates of Iberia. It was also referred to as the Gates of the Sarmatians and the Gates of the Alans. The latter name provides the source for the current toponym describing the gorge itself. Anderson 1928 notes that ""Caspian Gates"" (Caspiae portae) is used to refer to at least three locations in the ancient sources, with the Darial Gorge being one of those.","[44.6225, 42.744722]"
"5584",863824,"Portae Caucasiae ","The river Terek flows through the Darial Gorge in eastern Georgia along the flank of Mount Kazbek. This natural pass was known by many names in antiquity, including the Caspian Gates, the Caucasian Gates, and the Gates of Iberia. It was also referred to as the Gates of the Sarmatians and the Gates of the Alans. The latter name provides the source for the current toponym describing the gorge itself. Anderson 1928 notes that ""Caspian Gates"" (Caspiae portae) is used to refer to at least three locations in the ancient sources, with the Darial Gorge being one of those.","[44.6225, 42.744722]"
"5585",863824,"Sarmatikai Pylai ","The river Terek flows through the Darial Gorge in eastern Georgia along the flank of Mount Kazbek. This natural pass was known by many names in antiquity, including the Caspian Gates, the Caucasian Gates, and the Gates of Iberia. It was also referred to as the Gates of the Sarmatians and the Gates of the Alans. The latter name provides the source for the current toponym describing the gorge itself. Anderson 1928 notes that ""Caspian Gates"" (Caspiae portae) is used to refer to at least three locations in the ancient sources, with the Darial Gorge being one of those.","[44.6225, 42.744722]"
"5586",863824,"Portae Caucasiae ","The river Terek flows through the Darial Gorge in eastern Georgia along the flank of Mount Kazbek. This natural pass was known by many names in antiquity, including the Caspian Gates, the Caucasian Gates, and the Gates of Iberia. It was also referred to as the Gates of the Sarmatians and the Gates of the Alans. The latter name provides the source for the current toponym describing the gorge itself. Anderson 1928 notes that ""Caspian Gates"" (Caspiae portae) is used to refer to at least three locations in the ancient sources, with the Darial Gorge being one of those.","[44.6225, 42.744722]"
"5587",863825,"Albaniai Pylai ","Kaspiai Pylai/Albaniai Pylai, also referred to as Portae Caspiae by Pliny, is used to describe both the Sirdara Pass in the Elburs mountains and the road from Darband to the Caspian Sea.","[48.0, 42.0]"
"5588",863825,"Albaniai Pylai ","Kaspiai Pylai/Albaniai Pylai, also referred to as Portae Caspiae by Pliny, is used to describe both the Sirdara Pass in the Elburs mountains and the road from Darband to the Caspian Sea.","[48.0, 42.0]"
"5589",863825,"Albaniai Pylai ","Kaspiai Pylai/Albaniai Pylai, also referred to as Portae Caspiae by Pliny, is used to describe both the Sirdara Pass in the Elburs mountains and the road from Darband to the Caspian Sea.","[48.0, 42.0]"
"5590",863825,"Albaniai Pylai ","Kaspiai Pylai/Albaniai Pylai, also referred to as Portae Caspiae by Pliny, is used to describe both the Sirdara Pass in the Elburs mountains and the road from Darband to the Caspian Sea.","[48.0, 42.0]"
"5591",863825,"Albaniai Pylai ","Kaspiai Pylai/Albaniai Pylai, also referred to as Portae Caspiae by Pliny, is used to describe both the Sirdara Pass in the Elburs mountains and the road from Darband to the Caspian Sea.","[48.0, 42.0]"
"5592",863825,"Albaniai Pylai ","Kaspiai Pylai/Albaniai Pylai, also referred to as Portae Caspiae by Pliny, is used to describe both the Sirdara Pass in the Elburs mountains and the road from Darband to the Caspian Sea.","[48.0, 42.0]"
"5593",863825,"Albaniai Pylai ","Kaspiai Pylai/Albaniai Pylai, also referred to as Portae Caspiae by Pliny, is used to describe both the Sirdara Pass in the Elburs mountains and the road from Darband to the Caspian Sea.","[48.0, 42.0]"
"5594",863825,"Albaniai Pylai ","Kaspiai Pylai/Albaniai Pylai, also referred to as Portae Caspiae by Pliny, is used to describe both the Sirdara Pass in the Elburs mountains and the road from Darband to the Caspian Sea.","[48.0, 42.0]"
"5595",863825,"Albaniai Pylai ","Kaspiai Pylai/Albaniai Pylai, also referred to as Portae Caspiae by Pliny, is used to describe both the Sirdara Pass in the Elburs mountains and the road from Darband to the Caspian Sea.","[48.0, 42.0]"
"5596",863876,"Sabeiroi ","An ancient place, cited: BAtlas 88 D1 Sabeiroi","[45.78060743261784, 43.59439424311995]"
"5597",863877,"Sagarejo ","An ancient place, cited: BAtlas 88 D3 Sagarejo","[45.333332, 41.733332]"
"5598",863878,"Sairkhe ","An ancient place, cited: BAtlas 88 B2 Sairkhe","[43.417759, 42.341175]"
"5599",863879,"Sakasene, Sacasani, Sakapene ","An ancient place, cited: BAtlas 88 E4 Sakasene","[46.752817524800776, 40.74252545933399]"
"5600",863881,"Samadlo ","An ancient place, cited: BAtlas 88 C3 Samadlo","[44.542862, 41.860077]"
"5601",863882,"Samtavro ","An ancient place, cited: BAtlas 88 C3 Samtavro","[44.718119, 41.846178]"
"5602",863883,"Sanaraioi ","An ancient place, cited: BAtlas 88 E2 Sanaraioi","[46.57638346554478, 42.83221719103733]"
"5603",863885,"Saqanchia ","An ancient place, cited: BAtlas 88 A2 Saqanchia","[42.542259, 42.105779]"
"5604",863886,"Sarapanis, Sarapa, Sarake ","An ancient place, cited: BAtlas 88 B2 Sarapanis","[43.066077, 42.100845]"
"5605",863887,"Sarkine ","An ancient place, cited: BAtlas 88 C3 Sarkine","[44.635527, 41.850449]"
"5606",863888,"Sary-tepe ","An ancient place, cited: BAtlas 88 D3 Sary-tepe","[45.0483, 41.31251]"
"5607",874298,"Edessa ","Modern Diyarbakir in Turkey.","[40.23063, 37.914408]"
"5608",874324,"Constantia ","An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis","[39.766666, 37.233333]"
"5609",874324,"Antiochia Arabis, Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis ","An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis","[39.766666, 37.233333]"
"5610",874324,"Antiochia Arabis, Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis ","An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis","[39.766666, 37.233333]"
"5611",874324,"Constantia ","An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis","[39.766666, 37.233333]"
"5612",874324,"Antiochia Arabis, Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis ","An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis","[39.766666, 37.233333]"
"5613",874324,"Antiochia Arabis, Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis ","An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis","[39.766666, 37.233333]"
"5614",874324,"Constantia ","An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis","[39.766666, 37.233333]"
"5615",874324,"Antiochia Arabis, Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis ","An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis","[39.766666, 37.233333]"
"5616",874324,"Antiochia Arabis, Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis ","An ancient place, cited: BAtlas 89 B3 Antiochia Arabis/Antoninopolis/Tella/Constantia/Maximianopolis","[39.766666, 37.233333]"
